,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Genre
294,0.598,0.412,11,-9.838,1,0.14,0.815,0.000352,0.114,0.431,146.039,4,R&B
295,0.734,0.511,0,-4.905,0,0.0592,0.148,0.0,0.29,0.727,124.995,4,R&B
296,0.389,0.666,10,-7.019,0,0.44,0.332,0.0,0.0842,0.378,90.067,4,R&B
297,0.754,0.359,3,-7.732,1,0.0635,0.104,4.71e-05,0.22,0.468,113.97,4,R&B
298,0.753,0.353,6,-10.935,0,0.0428,0.0678,0.000587,0.0917,0.237,132.0,4,R&B
300,0.74,0.465,7,-8.27,0,0.0411,0.304,0.00404,0.101,0.276,116.741,4,R&B
301,0.679,0.579,0,-7.03,0,0.327,0.15,0.0,0.0953,0.482,76.348,4,R&B
302,0.84,0.63,0,-7.147,1,0.359,0.161,0.0,0.0641,0.656,76.059,4,R&B
305,0.462,0.536,1,-10.335,0,0.352,0.541,0.0,0.108,0.502,96.086,4,R&B
308,0.725,0.571,9,-6.379,0,0.0762,0.0555,0.0,0.229,0.324,134.943,4,R&B
311,0.623,0.582,5,-8.627,0,0.0493,0.00358,0.0,0.144,0.265,143.809,4,R&B
312,0.673,0.744,1,-6.077,1,0.0384,0.000896,1.71e-05,0.0667,0.82,75.238,4,R&B
313,0.685,0.481,0,-7.844,0,0.0444,0.826,1.63e-05,0.101,0.49,127.832,4,R&B
314,0.704,0.524,6,-9.266,0,0.0704,0.202,0.00138,0.104,0.549,91.437,4,R&B
315,0.719,0.62,6,-5.743,0,0.102,0.0351,0.0,0.258,0.104,129.931,4,R&B
316,0.838,0.536,2,-6.288,1,0.0435,0.072,0.000259,0.208,0.89,119.956,4,R&B
318,0.39,0.472,10,-6.154,1,0.0357,0.0388,0.0,0.111,0.163,119.548,4,R&B
319,0.686,0.699,1,-4.854,0,0.0468,0.191,0.000301,0.272,0.682,77.019,4,R&B
320,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,4,R&B
321,0.266,0.483,6,-4.686,0,0.0316,0.703,0.0,0.118,0.478,195.934,3,R&B
322,0.712,0.473,6,-4.413,0,0.0693,0.057,0.0,0.182,0.327,86.965,4,R&B
323,0.778,0.691,9,-6.098,1,0.351,0.648,1.94e-05,0.124,0.41,123.905,4,R&B
324,0.323,0.358,10,-9.939,1,0.0484,0.698,0.0,0.109,0.146,174.149,3,R&B
325,0.511,0.556,0,-6.429,0,0.052,0.0712,0.0,0.0408,0.404,92.393,4,R&B
326,0.822,0.521,1,-6.347,0,0.102,0.0778,0.000102,0.0945,0.22,76.013,4,R&B
327,0.623,0.761,0,-6.084,1,0.0312,0.0223,0.000246,0.39,0.456,99.055,4,R&B
328,0.674,0.415,9,-7.403,0,0.0709,0.3,0.0,0.0981,0.632,73.965,4,R&B
330,0.38,0.624,3,-7.346,0,0.0914,0.374,0.000443,0.173,0.364,87.654,4,R&B
332,0.58,0.528,4,-6.012,0,0.299,0.476,0.0,0.108,0.373,77.214,4,R&B
333,0.877,0.435,4,-6.736,1,0.18,0.336,1.61e-06,0.068,0.692,94.979,4,R&B
334,0.604,0.328,11,-9.478,1,0.212,0.32,5.44e-05,0.118,0.338,68.718,4,R&B
335,0.826,0.502,9,-7.327,0,0.0705,0.177,0.0,0.0774,0.924,136.609,4,R&B
336,0.535,0.524,6,-7.525,0,0.0367,0.184,9.73e-05,0.119,0.231,88.001,4,R&B
338,0.761,0.697,5,-6.164,1,0.0568,0.186,0.0,0.126,0.197,106.051,4,R&B
339,0.629,0.591,6,-8.817,1,0.186,0.0421,0.0,0.114,0.359,115.932,4,R&B
340,0.859,0.662,10,-6.099,0,0.0682,0.386,1.22e-06,0.0905,0.904,97.968,4,R&B
341,0.644,0.397,11,-10.77,0,0.212,0.316,0.0,0.203,0.427,81.511,4,R&B
342,0.479,0.565,11,-8.237,1,0.427,0.0191,0.0,0.288,0.378,75.085,5,R&B
343,0.625,0.576,8,-5.812,1,0.036,0.217,2.85e-06,0.0897,0.297,121.915,4,EDM
344,0.713,0.651,4,-7.731,0,0.042,0.106,0.0547,0.122,0.203,107.011,4,EDM
345,0.506,0.577,8,-10.921,1,0.0478,0.0384,0.00234,0.165,0.516,102.005,4,EDM
346,0.815,0.541,1,-9.379,0,0.198,0.039,0.00327,0.255,0.271,103.933,4,EDM
347,0.445,0.563,0,-6.525,1,0.0429,0.291,0.0,0.171,0.148,84.984,4,EDM
348,0.73,0.474,5,-9.192,0,0.039,0.714,0.025,0.123,0.249,151.055,4,EDM
349,0.651,0.806,8,-3.458,1,0.0532,0.0235,0.256,0.104,0.21,121.054,4,EDM
350,0.485,0.787,5,-5.16,1,0.19,0.0265,0.000116,0.107,0.33,103.004,4,EDM
351,0.51,0.822,2,-4.399,1,0.0404,0.0206,0.00181,0.0766,0.241,79.932,4,EDM
352,0.703,0.677,9,-10.329,0,0.0697,0.191,0.406,0.0897,0.484,121.998,4,EDM
353,0.442,0.431,0,-9.007,0,0.0382,0.0102,0.000202,0.118,0.0707,109.128,4,EDM
354,0.629,0.622,11,-9.622,0,0.314,0.569,1.37e-06,0.277,0.653,93.284,4,EDM
355,0.715,0.444,0,-8.363,0,0.0546,0.819,0.646,0.336,0.259,94.972,4,EDM
356,0.772,0.466,0,-9.075,1,0.0366,0.61,3.23e-05,0.0854,0.282,120.01,4,EDM
357,0.667,0.884,11,-6.304,0,0.0498,0.12,0.234,0.1,0.189,125.023,4,EDM
358,0.296,0.574,8,-6.829,0,0.038,0.0259,1.6e-05,0.107,0.119,131.567,4,EDM
359,0.797,0.764,5,-5.94,0,0.0389,0.097,0.000333,0.138,0.302,109.996,4,EDM
360,0.756,0.547,9,-10.033,1,0.0413,0.272,0.00742,0.113,0.234,121.995,4,EDM
361,0.73,0.503,10,-7.348,1,0.048,0.0654,4.66e-05,0.318,0.238,87.012,4,EDM
362,0.611,0.571,2,-9.441,1,0.0317,0.0195,0.815,0.0988,0.039,123.0,4,EDM
363,0.715,0.485,5,-8.034,1,0.0304,0.128,0.0175,0.116,0.207,116.985,4,EDM
364,0.769,0.363,6,-10.423,0,0.317,0.19,0.0115,0.653,0.764,84.979,4,EDM
365,0.767,0.605,6,-5.737,0,0.188,0.559,0.000363,0.193,0.657,107.042,4,EDM
366,0.611,0.44,8,-9.845,0,0.0503,0.109,0.0139,0.0998,0.0559,144.008,4,EDM
367,0.566,0.369,1,-11.801,1,0.0321,0.111,0.529,0.0968,0.0979,143.972,4,EDM
368,0.855,0.668,4,-8.843,0,0.0691,0.446,0.00309,0.138,0.684,119.987,4,EDM
369,0.339,0.405,8,-9.59,1,0.192,0.592,0.0,0.125,0.0504,179.751,4,EDM
370,0.882,0.391,0,-12.351,1,0.0444,0.613,0.131,0.108,0.26,120.002,4,EDM
371,0.532,0.772,0,-7.644,1,0.0316,0.439,0.933,0.142,0.078,121.995,4,EDM
372,0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,4,EDM
373,0.72,0.883,5,-6.342,0,0.034,0.169,0.361,0.0752,0.846,119.944,4,EDM
374,0.657,0.584,7,-10.553,1,0.173,0.141,0.915,0.106,0.209,121.993,4,EDM
375,0.71,0.436,7,-9.241,1,0.0769,0.107,0.000391,0.118,0.2,113.993,4,EDM
376,0.57,0.786,3,-3.85,1,0.0379,0.251,0.000415,0.279,0.179,111.028,4,EDM
377,0.648,0.329,7,-9.92,0,0.0333,0.262,0.75,0.352,0.138,129.994,4,EDM
378,0.729,0.47,7,-10.516,0,0.127,0.175,0.000837,0.179,0.445,99.987,4,EDM
379,0.779,0.596,6,-9.036,1,0.0526,0.108,0.844,0.103,0.245,122.999,4,EDM
380,0.616,0.833,3,-8.001,1,0.0502,0.253,0.252,0.112,0.455,125.417,3,EDM
381,0.776,0.473,11,-9.324,1,0.174,0.416,0.572,0.0994,0.31,130.031,4,EDM
382,0.525,0.499,11,-8.698,1,0.0549,0.353,4.72e-06,0.516,0.271,149.916,4,EDM
383,0.408,0.577,2,-10.776,1,0.263,0.0656,0.00696,0.102,0.0665,108.06,4,EDM
384,0.714,0.677,9,-9.046,1,0.0528,0.186,0.875,0.364,0.0346,105.032,4,EDM
385,0.649,0.633,11,-7.79,0,0.0355,0.137,0.0832,0.0736,0.559,125.015,4,EDM
386,0.705,0.493,10,-9.456,0,0.0632,0.0157,0.556,0.101,0.348,219.991,5,EDM
387,0.638,0.459,10,-13.676,1,0.0263,0.191,0.0207,0.125,0.261,105.02,4,EDM
388,0.532,0.749,4,-6.799,0,0.0372,0.0488,0.0537,0.0546,0.339,164.954,4,EDM
389,0.606,0.657,6,-12.196,1,0.0455,0.0518,0.839,0.138,0.324,119.954,4,EDM
390,0.71,0.634,6,-8.168,1,0.0406,0.00782,0.00313,0.307,0.124,124.028,4,EDM
391,0.754,0.763,8,-5.831,1,0.09,0.103,0.0,0.0587,0.602,105.062,4,EDM
392,0.516,0.374,7,-11.308,0,0.127,0.678,0.00159,0.0857,0.175,75.367,4,EDM
393,0.619,0.803,0,-6.431,0,0.0353,0.169,0.34,0.0864,0.272,126.014,4,EDM
394,0.766,0.572,10,-10.182,0,0.0433,0.0202,0.015,0.0554,0.231,119.952,4,EDM
395,0.334,0.45,11,-9.94,1,0.044,0.862,0.898,0.119,0.0388,171.929,4,EDM
396,0.588,0.788,0,-9.026,0,0.0411,0.00253,0.118,0.121,0.109,104.987,4,EDM
397,0.698,0.681,1,-9.734,0,0.0423,0.404,0.838,0.205,0.527,128.007,4,EDM
398,0.69,0.608,9,-8.006,0,0.0311,0.00529,0.00473,0.193,0.33,102.984,4,EDM
399,0.516,0.888,8,-10.282,1,0.0328,0.182,0.766,0.0983,0.0394,124.989,4,EDM
400,0.543,0.814,9,-4.592,0,0.159,0.457,0.0643,0.174,0.395,106.023,4,EDM
401,0.681,0.705,10,-7.866,1,0.0344,0.148,0.772,0.12,0.0395,118.016,3,EDM
402,0.558,0.809,9,-7.441,0,0.0363,0.0963,0.86,0.149,0.0773,120.999,4,EDM
403,0.731,0.802,5,-4.763,1,0.0623,0.022,0.0,0.059,0.434,121.991,4,EDM
404,0.706,0.886,11,-4.945,1,0.0447,0.0444,3.51e-05,0.269,0.554,119.992,4,EDM
405,0.667,0.824,7,-4.682,1,0.0396,0.0668,4.91e-06,0.131,0.59,117.019,4,EDM
406,0.632,0.574,4,-8.584,1,0.053,0.0942,0.0,0.215,0.557,125.989,4,EDM
407,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,4,EDM
408,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,4,EDM
409,0.745,0.929,6,-3.191,1,0.153,0.118,0.000496,0.609,0.302,125.036,4,EDM
410,0.554,0.864,2,-4.403,1,0.0889,0.00166,0.0,0.119,0.305,126.975,4,EDM
411,0.619,0.893,3,-3.435,1,0.0814,0.104,0.00603,0.132,0.695,126.023,4,EDM
412,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,4,EDM
413,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,4,EDM
414,0.643,0.925,0,-5.642,0,0.0377,0.0488,2.82e-05,0.159,0.616,121.969,4,EDM
415,0.642,0.883,9,-4.607,0,0.0413,0.00228,0.00078,0.102,0.317,125.07,4,EDM
416,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,4,EDM
417,0.63,0.907,8,-3.598,1,0.0615,0.000913,0.000474,0.119,0.547,124.019,4,EDM
418,0.69,0.757,0,-5.16,0,0.244,0.533,0.0,0.202,0.581,124.273,4,EDM
419,0.624,0.758,8,-6.039,1,0.0413,0.153,1.61e-05,0.104,0.413,122.019,4,EDM
420,0.487,0.846,2,-4.016,1,0.0555,0.225,0.355,0.41,0.367,122.978,4,EDM
421,0.664,0.855,0,-4.462,1,0.0983,0.216,0.0,0.0868,0.716,125.025,4,EDM
422,0.707,0.806,6,-4.777,1,0.175,0.00908,0.0,0.366,0.634,119.972,4,EDM
423,0.675,0.919,8,-5.385,1,0.127,0.0799,0.0,0.143,0.585,124.982,4,EDM
424,0.596,0.907,6,-5.447,1,0.0477,0.0589,3.08e-06,0.295,0.263,123.987,4,EDM
425,0.619,0.71,4,-3.058,1,0.0403,0.136,0.0,0.151,0.359,124.106,4,EDM
426,0.534,0.956,7,-2.801,1,0.0427,0.00425,0.0118,0.722,0.625,123.964,4,EDM
427,0.597,0.832,5,-3.865,1,0.0782,0.114,1.16e-06,0.7,0.374,126.069,4,EDM
428,0.632,0.958,8,-6.081,1,0.0365,0.132,0.906,0.138,0.365,126.013,4,EDM
429,0.548,0.905,7,-5.574,1,0.052,0.000698,0.000528,0.361,0.497,127.988,4,EDM
430,0.641,0.938,5,-4.129,1,0.0564,0.0831,0.057,0.388,0.381,123.008,4,EDM
431,0.633,0.842,0,-4.261,1,0.0566,0.0101,0.00167,0.166,0.287,124.008,4,EDM
432,0.65,0.819,4,-3.811,1,0.0551,0.117,0.0,0.0772,0.351,128.09,4,EDM
433,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,4,EDM
434,0.593,0.553,10,-6.001,1,0.0376,0.0626,2.18e-06,0.18,0.271,125.049,4,EDM
435,0.72,0.803,5,-4.74,0,0.0388,0.307,2.22e-05,0.157,0.747,124.08,4,EDM
436,0.65,0.632,0,-6.412,1,0.189,0.187,0.0,0.738,0.539,127.99,4,EDM
437,0.672,0.808,8,-5.541,1,0.0407,0.0494,0.0,0.385,0.334,119.935,4,EDM
438,0.686,0.778,0,-10.392,1,0.0468,0.054,0.925,0.0671,0.039,124.005,4,EDM
439,0.376,0.922,9,-3.516,1,0.195,0.00368,1.3e-05,0.359,0.454,123.62,4,EDM
440,0.656,0.74,9,-5.882,1,0.0443,0.0215,2.04e-06,0.534,0.473,124.97,4,EDM
441,0.662,0.802,0,-6.157,0,0.0397,0.00774,0.822,0.068,0.283,128.004,4,EDM
442,0.581,0.92,0,-6.733,1,0.0383,0.0145,0.453,0.116,0.528,128.067,4,EDM
443,0.502,0.837,5,-5.286,0,0.0494,0.01,0.0118,0.196,0.0551,126.003,4,EDM
444,0.649,0.846,11,-3.468,0,0.0746,0.137,0.0,0.408,0.638,118.004,4,EDM
445,0.631,0.722,1,-3.031,1,0.0324,0.311,0.0,0.153,0.443,105.045,3,EDM
446,0.595,0.937,7,-5.618,0,0.0497,0.000821,0.69,0.0662,0.394,124.969,4,EDM
447,0.497,0.812,1,-7.266,0,0.0286,0.0019,0.101,0.14,0.611,124.959,4,EDM
448,0.732,0.909,10,-4.572,1,0.0547,0.0745,0.00254,0.26,0.407,123.94,4,EDM
449,0.754,0.908,8,-3.346,1,0.0648,0.00338,0.0,0.0804,0.695,124.999,4,EDM
450,0.684,0.83,8,-6.827,1,0.041,0.00806,0.0,0.326,0.251,125.915,4,EDM
451,0.531,0.863,8,-4.082,1,0.114,0.121,0.0,0.123,0.584,120.055,4,EDM
452,0.472,0.881,6,-6.182,1,0.0491,0.0081,0.111,0.366,0.24,127.014,4,EDM
453,0.622,0.859,5,-7.626,1,0.0636,0.000609,0.746,0.0909,0.442,121.968,4,EDM
454,0.634,0.95,7,-3.59,0,0.0728,0.0566,1.98e-05,0.787,0.653,123.995,4,EDM
455,0.532,0.883,11,-4.31,0,0.0729,0.0306,0.156,0.393,0.516,123.99,4,EDM
456,0.535,0.878,2,-4.103,1,0.05,0.109,2.18e-05,0.389,0.515,118.022,4,EDM
457,0.788,0.793,7,-3.568,1,0.0336,0.23,0.237,0.106,0.752,124.039,4,EDM
458,0.662,0.711,5,-5.171,0,0.226,0.0495,0.0,0.0691,0.557,114.914,4,EDM
460,0.728,0.886,5,-5.172,1,0.0527,0.062,0.00168,0.107,0.386,124.976,4,EDM
461,0.619,0.852,1,-7.096,1,0.0341,0.00681,0.021,0.108,0.209,121.985,4,EDM
462,0.699,0.913,6,-2.639,0,0.0485,0.0451,0.434,0.955,0.202,126.035,4,EDM
463,0.555,0.963,0,-2.495,0,0.0479,0.0163,1.94e-05,0.317,0.511,123.022,4,EDM
464,0.54,0.946,5,-5.581,1,0.0365,0.000844,0.607,0.255,0.342,128.008,4,EDM
465,0.748,0.903,3,-5.877,0,0.0385,0.0324,0.0,0.106,0.751,115.018,4,EDM
466,0.716,0.979,5,-1.932,1,0.171,0.38,0.000121,0.357,0.576,123.984,4,EDM
467,0.53,0.731,8,-5.299,1,0.0453,0.0713,2.59e-06,0.109,0.385,123.943,4,EDM
468,0.507,0.883,11,-2.68,1,0.0364,0.0493,0.161,0.169,0.286,130.002,4,EDM
469,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,4,EDM
470,0.66,0.949,1,-5.149,1,0.0469,0.00325,0.762,0.358,0.0598,128.011,4,EDM
471,0.63,0.919,8,-5.588,1,0.0451,0.0267,5.69e-05,0.276,0.764,122.005,4,EDM
472,0.554,0.83,8,-5.82,1,0.0358,0.000376,0.851,0.363,0.331,122.99,4,EDM
473,0.684,0.912,8,-3.95,1,0.0296,0.00413,7.78e-06,0.0462,0.487,124.041,4,EDM
474,0.801,0.854,5,-4.377,0,0.0442,0.00364,0.00325,0.155,0.899,122.033,4,EDM
475,0.495,0.841,0,-7.857,0,0.0317,0.0108,0.00731,0.181,0.362,123.003,4,EDM
476,0.58,0.915,7,-5.278,1,0.0397,0.000892,0.0232,0.209,0.0398,133.004,4,EDM
477,0.856,0.992,0,-1.762,1,0.229,0.0275,0.391,0.464,0.373,122.96,4,EDM
478,0.579,0.847,5,-5.289,1,0.0658,0.0185,0.0,0.395,0.695,125.956,4,EDM
480,0.53,0.789,9,-5.546,1,0.0431,0.033,0.119,0.272,0.0654,110.086,4,EDM
481,0.679,0.825,0,-3.759,0,0.044,0.0665,0.0,0.128,0.466,119.946,4,EDM
482,0.73,0.809,11,-8.956,0,0.0368,0.000312,0.879,0.0934,0.835,117.99,4,EDM
483,0.471,0.891,2,-3.047,1,0.0632,0.0264,2.97e-06,0.149,0.309,174.012,4,EDM
484,0.647,0.973,11,-3.642,0,0.0494,0.023,3.2e-06,0.732,0.595,116.962,4,EDM
485,0.568,0.888,9,-5.417,1,0.0333,0.00723,0.0,0.304,0.569,127.994,4,EDM
486,0.6,0.871,0,-4.527,1,0.0492,0.35,0.0,0.0584,0.511,113.967,4,EDM
487,0.328,0.824,0,-4.19,1,0.0547,0.0249,0.0654,0.105,0.194,165.363,4,EDM
488,0.608,0.939,0,-4.858,1,0.169,0.0194,1.63e-05,0.411,0.276,124.959,4,EDM
489,0.541,0.931,2,-5.664,1,0.067,0.000461,0.578,0.335,0.295,126.016,4,EDM
490,0.643,0.872,0,-2.635,1,0.0511,0.000822,0.0,0.311,0.483,122.0,4,EDM
491,0.759,0.817,11,-6.544,0,0.0431,0.0126,0.0,0.269,0.608,125.054,4,EDM
492,0.744,0.988,1,-2.812,0,0.0548,0.0151,0.00094,0.17,0.816,124.943,4,EDM
493,0.797,0.827,5,-5.607,1,0.0418,0.0334,0.101,0.288,0.68,121.979,4,EDM
494,0.484,0.92,8,-3.676,1,0.0333,0.0328,0.717,0.196,0.519,127.991,4,EDM
495,0.641,0.718,5,-6.232,0,0.0304,0.015,0.000639,0.304,0.628,127.006,4,EDM
496,0.71,0.915,2,-2.804,1,0.0974,0.00055,0.000836,0.338,0.532,125.063,4,EDM
497,0.693,0.966,9,-3.517,1,0.0489,0.00506,0.18,0.301,0.345,125.033,4,EDM
498,0.7,0.885,0,-1.72,0,0.0301,0.000315,0.913,0.285,0.342,126.083,4,EDM
499,0.599,0.858,1,-6.098,1,0.151,0.0131,0.0252,0.37,0.226,128.008,4,EDM
500,0.523,0.718,0,-9.754,1,0.032,0.689,0.939,0.0733,0.151,121.984,4,EDM
501,0.552,0.821,5,-4.241,1,0.026,0.036,0.0851,0.0618,0.401,126.954,4,EDM
502,0.569,0.892,1,-4.531,1,0.0391,0.217,7.93e-06,0.198,0.235,149.954,4,EDM
503,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,4,R&B
504,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4,R&B
505,0.611,0.468,10,-11.084,0,0.179,0.0781,0.0,0.101,0.349,92.092,4,R&B
506,0.765,0.356,11,-5.556,0,0.196,0.222,0.0,0.0963,0.19,97.001,4,R&B
507,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,4,R&B
508,0.397,0.843,10,-3.726,0,0.0987,0.158,0.0,0.0844,0.22,81.201,4,R&B
509,0.558,0.521,11,-10.125,0,0.0551,0.0874,2.99e-06,0.21,0.287,107.299,4,R&B
510,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,4,R&B
511,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,4,R&B
512,0.528,0.523,7,-4.82,1,0.0523,0.833,1.53e-06,0.103,0.692,93.06,4,R&B
513,0.649,0.414,6,-7.89,1,0.0259,0.443,0.00913,0.157,0.376,85.957,4,R&B
514,0.532,0.473,7,-5.934,1,0.0438,0.0756,7.83e-06,0.111,0.167,100.168,4,R&B
515,0.775,0.537,0,-6.978,1,0.141,0.326,0.0,0.0792,0.403,73.484,4,R&B
516,0.616,0.409,1,-8.427,1,0.298,0.383,0.0,0.14,0.453,77.608,4,R&B
517,0.83,0.577,4,-5.156,0,0.256,0.0178,8.15e-05,0.0436,0.63,92.973,4,R&B
518,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,4,R&B
519,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,4,R&B
520,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,4,R&B
521,0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,4,R&B
522,0.801,0.501,0,-6.364,1,0.269,0.188,0.0,0.0211,0.902,140.077,4,R&B
523,0.415,0.313,1,-12.945,0,0.0561,0.255,1.4e-05,0.117,0.0875,84.953,4,R&B
524,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4,R&B
525,0.724,0.705,2,-5.859,0,0.112,0.067,0.0,0.262,0.662,146.589,4,R&B
526,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,4,R&B
527,0.827,0.553,1,-5.296,1,0.032,0.0227,1.52e-05,0.176,0.0631,110.015,4,R&B
528,0.795,0.594,0,-6.2,1,0.0747,0.111,0.0,0.162,0.409,135.002,4,R&B
529,0.512,0.512,4,-6.008,0,0.285,0.654,0.0,0.148,0.434,95.11,1,R&B
530,0.614,0.719,9,-4.694,1,0.0955,0.179,1.72e-05,0.163,0.34,160.075,4,R&B
531,0.744,0.549,9,-6.041,0,0.0387,0.548,0.0,0.137,0.277,110.004,4,R&B
532,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4,R&B
533,0.661,0.678,1,-3.8,1,0.26,0.756,0.0,0.0997,0.512,128.823,4,R&B
534,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,4,R&B
535,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,4,R&B
536,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,4,R&B
537,0.709,0.638,1,-4.3,1,0.0405,0.0649,0.0,0.0969,0.468,141.994,4,R&B
538,0.487,0.366,8,-9.405,0,0.0531,0.241,0.0,0.126,0.161,68.191,5,R&B
539,0.539,0.414,1,-9.156,0,0.0601,0.253,1.3e-06,0.143,0.123,94.895,4,R&B
540,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,R&B
541,0.717,0.605,11,-5.68,0,0.075,0.214,0.0,0.138,0.387,81.047,4,R&B
542,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,4,R&B
543,0.859,0.538,2,-5.207,1,0.0699,0.527,1.14e-06,0.137,0.333,98.031,4,R&B
